"region","byggnadstyp","strandtyp","typ av område","år","Antal byggnader inom 100 meter från strand"
"0880 Kalmar","övrig byggnad","totalt","totalt","2021",26
"0880 Kalmar","övrig byggnad","totalt","totalt","2022",26
"0880 Kalmar","övrig byggnad","totalt","totalt","2023",26
"0880 Kalmar","totalt","hav","inom tätort","2018",2429
"0880 Kalmar","totalt","hav","inom tätort","2019",2462
"0880 Kalmar","totalt","hav","inom tätort","2020",2760
"0880 Kalmar","totalt","hav","inom tätort","2021",2777
"0880 Kalmar","totalt","hav","inom tätort","2022",2804
"0880 Kalmar","totalt","hav","inom tätort","2023",2863
"0880 Kalmar","totalt","hav","inom formellt skyddad natur","2018",31
"0880 Kalmar","totalt","hav","inom formellt skyddad natur","2019",32
"0880 Kalmar","totalt","hav","inom formellt skyddad natur","2020",34
"0880 Kalmar","totalt","hav","inom formellt skyddad natur","2021",34
"0880 Kalmar","totalt","hav","inom formellt skyddad natur","2022",35
"0880 Kalmar","totalt","hav","inom formellt skyddad natur","2023",40
"0880 Kalmar","totalt","hav","totalt","2018",4475
"0880 Kalmar","totalt","hav","totalt","2019",4551
"0880 Kalmar","totalt","hav","totalt","2020",4566
"0880 Kalmar","totalt","hav","totalt","2021",4604
"0880 Kalmar","totalt","hav","totalt","2022",4641
"0880 Kalmar","totalt","hav","totalt","2023",4745
"0880 Kalmar","totalt","inlandsvatten","inom tätort","2018",1279
"0880 Kalmar","totalt","inlandsvatten","inom tätort","2019",1305
"0880 Kalmar","totalt","inlandsvatten","inom tätort","2020",1346
"0880 Kalmar","totalt","inlandsvatten","inom tätort","2021",1354
"0880 Kalmar","totalt","inlandsvatten","inom tätort","2022",1369
"0880 Kalmar","totalt","inlandsvatten","inom tätort","2023",1392
"0880 Kalmar","totalt","inlandsvatten","inom formellt skyddad natur","2018",0
"0880 Kalmar","totalt","inlandsvatten","inom formellt skyddad natur","2019",0
"0880 Kalmar","totalt","inlandsvatten","inom formellt skyddad natur","2020",0
"0880 Kalmar","totalt","inlandsvatten","inom formellt skyddad natur","2021",0
"0880 Kalmar","totalt","inlandsvatten","inom formellt skyddad natur","2022",0
"0880 Kalmar","totalt","inlandsvatten","inom formellt skyddad natur","2023",0
"0880 Kalmar","totalt","inlandsvatten","totalt","2018",2608
"0880 Kalmar","totalt","inlandsvatten","totalt","2019",2653
"0880 Kalmar","totalt","inlandsvatten","totalt","2020",2675
"0880 Kalmar","totalt","inlandsvatten","totalt","2021",2692
"0880 Kalmar","totalt","inlandsvatten","totalt","2022",2735
"0880 Kalmar","totalt","inlandsvatten","totalt","2023",2772
"0880 Kalmar","totalt","totalt","inom tätort","2018",3708
"0880 Kalmar","totalt","totalt","inom tätort","2019",3767
"0880 Kalmar","totalt","totalt","inom tätort","2020",4106
"0880 Kalmar","totalt","totalt","inom tätort","2021",4131
"0880 Kalmar","totalt","totalt","inom tätort","2022",4173
"0880 Kalmar","totalt","totalt","inom tätort","2023",4255
"0880 Kalmar","totalt","totalt","inom formellt skyddad natur","2018",31
"0880 Kalmar","totalt","totalt","inom formellt skyddad natur","2019",32
"0880 Kalmar","totalt","totalt","inom formellt skyddad natur","2020",34
"0880 Kalmar","totalt","totalt","inom formellt skyddad natur","2021",34
"0880 Kalmar","totalt","totalt","inom formellt skyddad natur","2022",35
"0880 Kalmar","totalt","totalt","inom formellt skyddad natur","2023",40
"0880 Kalmar","totalt","totalt","totalt","2018",7083
"0880 Kalmar","totalt","totalt","totalt","2019",7204
"0880 Kalmar","totalt","totalt","totalt","2020",7241
"0880 Kalmar","totalt","totalt","totalt","2021",7296
"0880 Kalmar","totalt","totalt","totalt","2022",7376
"0880 Kalmar","totalt","totalt","totalt","2023",7517
"0881 Nybro","bostad","hav","inom tätort","2018",0
"0881 Nybro","bostad","hav","inom tätort","2019",0
"0881 Nybro","bostad","hav","inom tätort","2020",0
"0881 Nybro","bostad","hav","inom tätort","2021",0
"0881 Nybro","bostad","hav","inom tätort","2022",0
"0881 Nybro","bostad","hav","inom tätort","2023",0
"0881 Nybro","bostad","hav","inom formellt skyddad natur","2018",0
"0881 Nybro","bostad","hav","inom formellt skyddad natur","2019",0
"0881 Nybro","bostad","hav","inom formellt skyddad natur","2020",0
"0881 Nybro","bostad","hav","inom formellt skyddad natur","2021",0
"0881 Nybro","bostad","hav","inom formellt skyddad natur","2022",0
"0881 Nybro","bostad","hav","inom formellt skyddad natur","2023",0
"0881 Nybro","bostad","hav","totalt","2018",0
"0881 Nybro","bostad","hav","totalt","2019",0
"0881 Nybro","bostad","hav","totalt","2020",0
"0881 Nybro","bostad","hav","totalt","2021",0
"0881 Nybro","bostad","hav","totalt","2022",0
"0881 Nybro","bostad","hav","totalt","2023",0
"0881 Nybro","bostad","inlandsvatten","inom tätort","2018",351
"0881 Nybro","bostad","inlandsvatten","inom tätort","2019",356
"0881 Nybro","bostad","inlandsvatten","inom tätort","2020",349
"0881 Nybro","bostad","inlandsvatten","inom tätort","2021",351
"0881 Nybro","bostad","inlandsvatten","inom tätort","2022",354
"0881 Nybro","bostad","inlandsvatten","inom tätort","2023",320
"0881 Nybro","bostad","inlandsvatten","inom formellt skyddad natur","2018",0
"0881 Nybro","bostad","inlandsvatten","inom formellt skyddad natur","2019",0
"0881 Nybro","bostad","inlandsvatten","inom formellt skyddad natur","2020",0
"0881 Nybro","bostad","inlandsvatten","inom formellt skyddad natur","2021",0
"0881 Nybro","bostad","inlandsvatten","inom formellt skyddad natur","2022",0
"0881 Nybro","bostad","inlandsvatten","inom formellt skyddad natur","2023",0
"0881 Nybro","bostad","inlandsvatten","totalt","2018",774
"0881 Nybro","bostad","inlandsvatten","totalt","2019",780
"0881 Nybro","bostad","inlandsvatten","totalt","2020",782
"0881 Nybro","bostad","inlandsvatten","totalt","2021",785
"0881 Nybro","bostad","inlandsvatten","totalt","2022",797
"0881 Nybro","bostad","inlandsvatten","totalt","2023",800
"0881 Nybro","bostad","totalt","inom tätort","2018",351
"0881 Nybro","bostad","totalt","inom tätort","2019",356
"0881 Nybro","bostad","totalt","inom tätort","2020",349
"0881 Nybro","bostad","totalt","inom tätort","2021",351
"0881 Nybro","bostad","totalt","inom tätort","2022",354
"0881 Nybro","bostad","totalt","inom tätort","2023",320
"0881 Nybro","bostad","totalt","inom formellt skyddad natur","2018",0
"0881 Nybro","bostad","totalt","inom formellt skyddad natur","2019",0
"0881 Nybro","bostad","totalt","inom formellt skyddad natur","2020",0
"0881 Nybro","bostad","totalt","inom formellt skyddad natur","2021",0
"0881 Nybro","bostad","totalt","inom formellt skyddad natur","2022",0
"0881 Nybro","bostad","totalt","inom formellt skyddad natur","2023",0
"0881 Nybro","bostad","totalt","totalt","2018",774
"0881 Nybro","bostad","totalt","totalt","2019",780
"0881 Nybro","bostad","totalt","totalt","2020",782
"0881 Nybro","bostad","totalt","totalt","2021",785
"0881 Nybro","bostad","totalt","totalt","2022",797
"0881 Nybro","bostad","totalt","totalt","2023",800
"0881 Nybro","industri","hav","inom tätort","2018",0
"0881 Nybro","industri","hav","inom tätort","2019",0
"0881 Nybro","industri","hav","inom tätort","2020",0
"0881 Nybro","industri","hav","inom tätort","2021",0
"0881 Nybro","industri","hav","inom tätort","2022",0
"0881 Nybro","industri","hav","inom tätort","2023",0
"0881 Nybro","industri","hav","inom formellt skyddad natur","2018",0
"0881 Nybro","industri","hav","inom formellt skyddad natur","2019",0
"0881 Nybro","industri","hav","inom formellt skyddad natur","2020",0
"0881 Nybro","industri","hav","inom formellt skyddad natur","2021",0
"0881 Nybro","industri","hav","inom formellt skyddad natur","2022",0
"0881 Nybro","industri","hav","inom formellt skyddad natur","2023",0
"0881 Nybro","industri","hav","totalt","2018",0
"0881 Nybro","industri","hav","totalt","2019",0
"0881 Nybro","industri","hav","totalt","2020",0
"0881 Nybro","industri","hav","totalt","2021",0
"0881 Nybro","industri","hav","totalt","2022",0
"0881 Nybro","industri","hav","totalt","2023",0
"0881 Nybro","industri","inlandsvatten","inom tätort","2018",33
"0881 Nybro","industri","inlandsvatten","inom tätort","2019",33
"0881 Nybro","industri","inlandsvatten","inom tätort","2020",29
"0881 Nybro","industri","inlandsvatten","inom tätort","2021",29
"0881 Nybro","industri","inlandsvatten","inom tätort","2022",35
"0881 Nybro","industri","inlandsvatten","inom tätort","2023",35
"0881 Nybro","industri","inlandsvatten","inom formellt skyddad natur","2018",0
"0881 Nybro","industri","inlandsvatten","inom formellt skyddad natur","2019",0
"0881 Nybro","industri","inlandsvatten","inom formellt skyddad natur","2020",0
"0881 Nybro","industri","inlandsvatten","inom formellt skyddad natur","2021",0
"0881 Nybro","industri","inlandsvatten","inom formellt skyddad natur","2022",0
"0881 Nybro","industri","inlandsvatten","inom formellt skyddad natur","2023",0
"0881 Nybro","industri","inlandsvatten","totalt","2018",45
"0881 Nybro","industri","inlandsvatten","totalt","2019",45
"0881 Nybro","industri","inlandsvatten","totalt","2020",45
"0881 Nybro","industri","inlandsvatten","totalt","2021",45
"0881 Nybro","industri","inlandsvatten","totalt","2022",51
"0881 Nybro","industri","inlandsvatten","totalt","2023",53
"0881 Nybro","industri","totalt","inom tätort","2018",33
"0881 Nybro","industri","totalt","inom tätort","2019",33
"0881 Nybro","industri","totalt","inom tätort","2020",29
"0881 Nybro","industri","totalt","inom tätort","2021",29
"0881 Nybro","industri","totalt","inom tätort","2022",35
"0881 Nybro","industri","totalt","inom tätort","2023",35
"0881 Nybro","industri","totalt","inom formellt skyddad natur","2018",0
"0881 Nybro","industri","totalt","inom formellt skyddad natur","2019",0
"0881 Nybro","industri","totalt","inom formellt skyddad natur","2020",0
"0881 Nybro","industri","totalt","inom formellt skyddad natur","2021",0
"0881 Nybro","industri","totalt","inom formellt skyddad natur","2022",0
"0881 Nybro","industri","totalt","inom formellt skyddad natur","2023",0
"0881 Nybro","industri","totalt","totalt","2018",45
"0881 Nybro","industri","totalt","totalt","2019",45
"0881 Nybro","industri","totalt","totalt","2020",45
"0881 Nybro","industri","totalt","totalt","2021",45
"0881 Nybro","industri","totalt","totalt","2022",51
"0881 Nybro","industri","totalt","totalt","2023",53
"0881 Nybro","samhällsfunktion","hav","inom tätort","2018",0
"0881 Nybro","samhällsfunktion","hav","inom tätort","2019",0
"0881 Nybro","samhällsfunktion","hav","inom tätort","2020",0
"0881 Nybro","samhällsfunktion","hav","inom tätort","2021",0
"0881 Nybro","samhällsfunktion","hav","inom tätort","2022",0
"0881 Nybro","samhällsfunktion","hav","inom tätort","2023",0
"0881 Nybro","samhällsfunktion","hav","inom formellt skyddad natur","2018",0
"0881 Nybro","samhällsfunktion","hav","inom formellt skyddad natur","2019",0
"0881 Nybro","samhällsfunktion","hav","inom formellt skyddad natur","2020",0
"0881 Nybro","samhällsfunktion","hav","inom formellt skyddad natur","2021",0
"0881 Nybro","samhällsfunktion","hav","inom formellt skyddad natur","2022",0
"0881 Nybro","samhällsfunktion","hav","inom formellt skyddad natur","2023",0
"0881 Nybro","samhällsfunktion","hav","totalt","2018",0
"0881 Nybro","samhällsfunktion","hav","totalt","2019",0
"0881 Nybro","samhällsfunktion","hav","totalt","2020",0
"0881 Nybro","samhällsfunktion","hav","totalt","2021",0
"0881 Nybro","samhällsfunktion","hav","totalt","2022",0
"0881 Nybro","samhällsfunktion","hav","totalt","2023",0
"0881 Nybro","samhällsfunktion","inlandsvatten","inom tätort","2018",34
"0881 Nybro","samhällsfunktion","inlandsvatten","inom tätort","2019",34
"0881 Nybro","samhällsfunktion","inlandsvatten","inom tätort","2020",35
"0881 Nybro","samhällsfunktion","inlandsvatten","inom tätort","2021",36
"0881 Nybro","samhällsfunktion","inlandsvatten","inom tätort","2022",36
"0881 Nybro","samhällsfunktion","inlandsvatten","inom tätort","2023",27
"0881 Nybro","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2018",0
"0881 Nybro","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2019",0
"0881 Nybro","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2020",0
"0881 Nybro","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2021",0
"0881 Nybro","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2022",0
"0881 Nybro","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2023",0
"0881 Nybro","samhällsfunktion","inlandsvatten","totalt","2018",57
"0881 Nybro","samhällsfunktion","inlandsvatten","totalt","2019",58
"0881 Nybro","samhällsfunktion","inlandsvatten","totalt","2020",57
"0881 Nybro","samhällsfunktion","inlandsvatten","totalt","2021",60
"0881 Nybro","samhällsfunktion","inlandsvatten","totalt","2022",60
"0881 Nybro","samhällsfunktion","inlandsvatten","totalt","2023",58
"0881 Nybro","samhällsfunktion","totalt","inom tätort","2018",34
"0881 Nybro","samhällsfunktion","totalt","inom tätort","2019",34
"0881 Nybro","samhällsfunktion","totalt","inom tätort","2020",35
"0881 Nybro","samhällsfunktion","totalt","inom tätort","2021",36
"0881 Nybro","samhällsfunktion","totalt","inom tätort","2022",36
"0881 Nybro","samhällsfunktion","totalt","inom tätort","2023",27
"0881 Nybro","samhällsfunktion","totalt","inom formellt skyddad natur","2018",0
"0881 Nybro","samhällsfunktion","totalt","inom formellt skyddad natur","2019",0
"0881 Nybro","samhällsfunktion","totalt","inom formellt skyddad natur","2020",0
"0881 Nybro","samhällsfunktion","totalt","inom formellt skyddad natur","2021",0
"0881 Nybro","samhällsfunktion","totalt","inom formellt skyddad natur","2022",0
"0881 Nybro","samhällsfunktion","totalt","inom formellt skyddad natur","2023",0
"0881 Nybro","samhällsfunktion","totalt","totalt","2018",57
"0881 Nybro","samhällsfunktion","totalt","totalt","2019",58
"0881 Nybro","samhällsfunktion","totalt","totalt","2020",57
"0881 Nybro","samhällsfunktion","totalt","totalt","2021",60
"0881 Nybro","samhällsfunktion","totalt","totalt","2022",60
"0881 Nybro","samhällsfunktion","totalt","totalt","2023",58
"0881 Nybro","verksamhet","hav","inom tätort","2018",0
"0881 Nybro","verksamhet","hav","inom tätort","2019",0
"0881 Nybro","verksamhet","hav","inom tätort","2020",0
"0881 Nybro","verksamhet","hav","inom tätort","2021",0
"0881 Nybro","verksamhet","hav","inom tätort","2022",0
"0881 Nybro","verksamhet","hav","inom tätort","2023",0
"0881 Nybro","verksamhet","hav","inom formellt skyddad natur","2018",0
"0881 Nybro","verksamhet","hav","inom formellt skyddad natur","2019",0
"0881 Nybro","verksamhet","hav","inom formellt skyddad natur","2020",0
"0881 Nybro","verksamhet","hav","inom formellt skyddad natur","2021",0
"0881 Nybro","verksamhet","hav","inom formellt skyddad natur","2022",0
"0881 Nybro","verksamhet","hav","inom formellt skyddad natur","2023",0
"0881 Nybro","verksamhet","hav","totalt","2018",0
"0881 Nybro","verksamhet","hav","totalt","2019",0
"0881 Nybro","verksamhet","hav","totalt","2020",0
"0881 Nybro","verksamhet","hav","totalt","2021",0
"0881 Nybro","verksamhet","hav","totalt","2022",0
"0881 Nybro","verksamhet","hav","totalt","2023",0
"0881 Nybro","verksamhet","inlandsvatten","inom tätort","2018",22
"0881 Nybro","verksamhet","inlandsvatten","inom tätort","2019",23
"0881 Nybro","verksamhet","inlandsvatten","inom tätort","2020",24
"0881 Nybro","verksamhet","inlandsvatten","inom tätort","2021",24
"0881 Nybro","verksamhet","inlandsvatten","inom tätort","2022",24
"0881 Nybro","verksamhet","inlandsvatten","inom tätort","2023",23
"0881 Nybro","verksamhet","inlandsvatten","inom formellt skyddad natur","2018",0
"0881 Nybro","verksamhet","inlandsvatten","inom formellt skyddad natur","2019",0
"0881 Nybro","verksamhet","inlandsvatten","inom formellt skyddad natur","2020",0
"0881 Nybro","verksamhet","inlandsvatten","inom formellt skyddad natur","2021",0
"0881 Nybro","verksamhet","inlandsvatten","inom formellt skyddad natur","2022",0
"0881 Nybro","verksamhet","inlandsvatten","inom formellt skyddad natur","2023",0
"0881 Nybro","verksamhet","inlandsvatten","totalt","2018",25
"0881 Nybro","verksamhet","inlandsvatten","totalt","2019",26
"0881 Nybro","verksamhet","inlandsvatten","totalt","2020",28
"0881 Nybro","verksamhet","inlandsvatten","totalt","2021",28
"0881 Nybro","verksamhet","inlandsvatten","totalt","2022",28
"0881 Nybro","verksamhet","inlandsvatten","totalt","2023",27
"0881 Nybro","verksamhet","totalt","inom tätort","2018",22
"0881 Nybro","verksamhet","totalt","inom tätort","2019",23
"0881 Nybro","verksamhet","totalt","inom tätort","2020",24
"0881 Nybro","verksamhet","totalt","inom tätort","2021",24
"0881 Nybro","verksamhet","totalt","inom tätort","2022",24
"0881 Nybro","verksamhet","totalt","inom tätort","2023",23
"0881 Nybro","verksamhet","totalt","inom formellt skyddad natur","2018",0
"0881 Nybro","verksamhet","totalt","inom formellt skyddad natur","2019",0
"0881 Nybro","verksamhet","totalt","inom formellt skyddad natur","2020",0
"0881 Nybro","verksamhet","totalt","inom formellt skyddad natur","2021",0
"0881 Nybro","verksamhet","totalt","inom formellt skyddad natur","2022",0
